,Keyword,Layout,LoggingLibrary,ProjectInfo,SearchResult
102,Firebase,Firebase,Firebase,brainbreaker/WITTY,"['/brainbreaker_WITTY/README.md', '/brainbreaker_WITTY/app/build.gradle', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/Adapters/BargainRequestsAdapter.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/Adapters/CustomBargainCartAdapter.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/Adapters/SellerChatListAdapter.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/BargainCartActivity.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/CartActivity.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/ChatActivity.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/ChatClasses/Chat.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/ChatClasses/ChatApplication.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/ChatClasses/ChatListAdapter.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/ChatClasses/FirebaseListAdapter.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/DescriptionActivity.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/MainActivity.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/SellerDetailsActivity.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/SellerFragments/AddProductFragment.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/SellerFragments/BargainRequestsFragment.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/SellerFragments/ChatFragment.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/SellerFragments/ProductFragment.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/SellerFragments/UserDemandsFragment.java', '/brainbreaker_WITTY/app/src/main/java/brainbreaker/witty/UserActivity.java']"
104,Firebase,Firebase,Firebase,GwtMaterialDesign/gwt-material,['/GwtMaterialDesign_gwt-material/gwt-material/src/main/java/gwt/material/design/client/pwa/serviceworker/ServiceWorkerManager.java']
106,Firebase,Firebase,Firebase,ning/jvm-compressor-benchmark,['/ning_jvm-compressor-benchmark/testdata/maximumcompression/english.dic']
108,Firebase,Firebase,Firebase,mozilla-tw/FirefoxLite,"['/mozilla-tw_FirefoxLite/.github/ISSUE_TEMPLATE/remote_config.md', '/mozilla-tw_FirefoxLite/README.md', '/mozilla-tw_FirefoxLite/app/build.gradle', '/mozilla-tw_FirefoxLite/app/src/androidTest/java/org/mozilla/focus/autobot/BottomBarRobot.kt', '/mozilla-tw_FirefoxLite/app/src/main/AndroidManifest.xml', '/mozilla-tw_FirefoxLite/app/src/main/java/org/mozilla/focus/settings/SettingsFragment.java', '/mozilla-tw_FirefoxLite/app/src/main/java/org/mozilla/focus/telemetry/FirebaseEvent.java', '/mozilla-tw_FirefoxLite/app/src/main/java/org/mozilla/focus/utils/AppConstants.java', '/mozilla-tw_FirefoxLite/app/src/main/java/org/mozilla/focus/utils/FirebaseHelper.kt', '/mozilla-tw_FirefoxLite/app/src/main/java/org/mozilla/rocket/appupdate/InAppUpdateManager.kt', '/mozilla-tw_FirefoxLite/app/src/main/java/org/mozilla/rocket/home/contenthub/domain/ShouldShowContentHubItemTextUseCase.kt', '/mozilla-tw_FirefoxLite/app/src/main/res/layout/activity_debug.xml', '/mozilla-tw_FirefoxLite/docs/telemetry.md', '/mozilla-tw_FirefoxLite/firebase/build.gradle', '/mozilla-tw_FirefoxLite/firebase/src/main/AndroidManifest.xml', '/mozilla-tw_FirefoxLite/firebase/src/main/java/org/mozilla/focus/inappmessage/InAppMessage.kt', '/mozilla-tw_FirefoxLite/firebase/src/main/java/org/mozilla/focus/notification/FirebaseMessagingServiceWrapper.kt', '/mozilla-tw_FirefoxLite/firebase/src/main/java/org/mozilla/focus/utils/FirebaseContract.kt', '/mozilla-tw_FirefoxLite/firebase/src/main/java/org/mozilla/focus/utils/FirebaseImp.kt', '/mozilla-tw_FirefoxLite/firebase/src/main/java/org/mozilla/focus/utils/FirebaseNoOpImp.kt', '/mozilla-tw_FirefoxLite/firebase/src/main/res/values/strings.xml', '/mozilla-tw_FirefoxLite/settings.gradle']"
109,Firebase,Firebase,Firebase,wowo3129/AIUIChatSDK,['/wowo3129_AIUIChatSDK/.gitignore']
110,Firebase,Firebase,Firebase,jjhesk/TagViewLayout,['/jjhesk_TagViewLayout/TagLayoutLib/gradle.properties']
111,Firebase,Firebase,Firebase,mopub/mopub-android-mediation,"['/mopub_mopub-android-mediation/.travis.yml', '/mopub_mopub-android-mediation/Testing/build.gradle']"
112,Firebase,Firebase,Firebase,aicaprio/CurtainView,['/aicaprio_CurtainView/.gitignore']
113,Firebase,Firebase,Firebase,anyaudio/anyaudio-android-app,"['/anyaudio_anyaudio-android-app/.idea/dictionaries/Ankit.xml', '/anyaudio_anyaudio-android-app/app/app.iml', '/anyaudio_anyaudio-android-app/app/build.gradle', '/anyaudio_anyaudio-android-app/app/src/main/AndroidManifest.xml', '/anyaudio_anyaudio-android-app/app/src/main/java/any/audio/Config/Constants.java', '/anyaudio_anyaudio-android-app/app/src/main/java/any/audio/SharedPreferences/SharedPrefrenceUtils.java', '/anyaudio_anyaudio-android-app/app/src/main/java/any/audio/helpers/AnyAudioPushHandler.java', '/anyaudio_anyaudio-android-app/app/src/main/java/any/audio/services/AnyAudioFirebaseMessageService.java', '/anyaudio_anyaudio-android-app/app/src/main/java/any/audio/services/AnyAudioInstanceIdService.java']"
114,Firebase,Firebase,Firebase,DmitryMalkovich/gito-github-client,"['/DmitryMalkovich_gito-github-client/app/build.gradle', '/DmitryMalkovich_gito-github-client/app/src/main/java/com/dmitrymalkovich/android/githubanalytics/data/source/local/GithubLocalDataSource.java', '/DmitryMalkovich_gito-github-client/app/src/main/java/com/dmitrymalkovich/android/githubanalytics/data/source/remote/GithubRemoteDataSource.java', '/DmitryMalkovich_gito-github-client/app/src/main/java/com/dmitrymalkovich/android/githubanalytics/traffic/TrafficFragment.java', '/DmitryMalkovich_gito-github-client/app/src/main/java/com/dmitrymalkovich/android/githubanalytics/welcome/WelcomeFragment.java']"
115,Firebase,Firebase,Firebase,xiaoyaoyou1212/ViseLog,['/xiaoyaoyou1212_ViseLog/.gitignore']
116,Firebase,Firebase,Firebase,GluuFederation/oxAuth,"['/GluuFederation_oxAuth/Server/src/main/webapp/ciba/home.xhtml', '/GluuFederation_oxAuth/Server/src/main/webapp/firebase-messaging-sw.js', '/GluuFederation_oxAuth/oxauth-ciba/pom.xml', '/GluuFederation_oxAuth/oxauth-ciba/src/main/java/org/gluu/oxauth/ciba/CIBAEndUserNotificationInterceptor.java']"
117,Firebase,Firebase,Firebase,androidthings/doorbell,"['/androidthings_doorbell/README.md', '/androidthings_doorbell/app/build.gradle', '/androidthings_doorbell/app/src/main/java/com/example/androidthings/doorbell/DoorbellActivity.java', '/androidthings_doorbell/companionApp/build.gradle', '/androidthings_doorbell/companionApp/src/main/java/com/example/androidthings/doorbell/DoorbellEntry.java', '/androidthings_doorbell/companionApp/src/main/java/com/example/androidthings/doorbell/DoorbellEntryAdapter.java', '/androidthings_doorbell/companionApp/src/main/java/com/example/androidthings/doorbell/FirebaseGlideModule.java', '/androidthings_doorbell/companionApp/src/main/java/com/example/androidthings/doorbell/MainActivity.java']"
118,Firebase,Firebase,Firebase,DroidNinja/SocialLoginIntegrationAndroid,['/DroidNinja_SocialLoginIntegrationAndroid/app/app.iml']
119,Firebase,Firebase,Firebase,b8ne/react-native-pusher-push-notifications,"['/b8ne_react-native-pusher-push-notifications/README.md', '/b8ne_react-native-pusher-push-notifications/android/build.gradle', '/b8ne_react-native-pusher-push-notifications/android/src/main/java/com/b8ne/RNPusherPushNotifications/PusherWrapper.java']"
120,Firebase,Firebase,Firebase,eliotstocker/Light-Controller,['/eliotstocker_Light-Controller/LC1/LC1.iml']
121,Firebase,Firebase,Firebase,lijy91/daza-android,['/lijy91_daza-android/app/build.gradle']
122,Firebase,Firebase,Firebase,Jasonette/JASONETTE-Android,"['/Jasonette_JASONETTE-Android/app/build.gradle', '/Jasonette_JASONETTE-Android/app/src/debug/AndroidManifest.xml', '/Jasonette_JASONETTE-Android/app/src/main/AndroidManifest.xml', '/Jasonette_JASONETTE-Android/app/src/main/java/com/jasonette/seed/Action/JasonPushAction.java', '/Jasonette_JASONETTE-Android/app/src/main/java/com/jasonette/seed/Service/push/JasonPushMessageService.java', '/Jasonette_JASONETTE-Android/app/src/main/java/com/jasonette/seed/Service/push/JasonPushRegisterService.java']"
124,Firebase,Firebase,Firebase,auth0/Auth0.Android,['/auth0_Auth0.Android/auth0/src/main/java/com/auth0/android/authentication/AuthenticationAPIClient.java']
125,Firebase,Firebase,Firebase,wbinarytree/RxFirebase,"['/wbinarytree_RxFirebase/README.md', '/wbinarytree_RxFirebase/app/build.gradle', '/wbinarytree_RxFirebase/app/src/main/java/phoenixlib/io/rxfirebase/MainActivity.java', '/wbinarytree_RxFirebase/rxfirebase/build.gradle', '/wbinarytree_RxFirebase/rxfirebase/src/main/java/phoenixlib/io/rxfirebase/auth/AuthStateObservable.java', '/wbinarytree_RxFirebase/rxfirebase/src/main/java/phoenixlib/io/rxfirebase/auth/RxAuth.java', '/wbinarytree_RxFirebase/rxfirebase/src/main/java/phoenixlib/io/rxfirebase/auth/RxUser.java', '/wbinarytree_RxFirebase/rxfirebase/src/main/java/phoenixlib/io/rxfirebase/database/ChildEventObservable.java', '/wbinarytree_RxFirebase/rxfirebase/src/main/java/phoenixlib/io/rxfirebase/database/DataSnapshotMapper.java', '/wbinarytree_RxFirebase/rxfirebase/src/main/java/phoenixlib/io/rxfirebase/database/RxDatabase.java', '/wbinarytree_RxFirebase/rxfirebase/src/main/java/phoenixlib/io/rxfirebase/database/SingleEventObservable.java', '/wbinarytree_RxFirebase/rxfirebase/src/main/java/phoenixlib/io/rxfirebase/database/ValueEventObservable.java']"
126,Firebase,Firebase,Firebase,apptentive/apptentive-android,['/apptentive_apptentive-android/apptentive/src/main/java/com/apptentive/android/sdk/Apptentive.java']
127,Firebase,Firebase,Firebase,amasciul/Drinks,"['/amasciul_Drinks/.gitignore', '/amasciul_Drinks/app/build.gradle']"
128,Firebase,Firebase,Firebase,morogoku/MTweaks-KernelAdiutorMOD,['/morogoku_MTweaks-KernelAdiutorMOD/README.md']
129,Firebase,Firebase,Firebase,kamax-matrix/mxisd,"['/kamax-matrix_mxisd/build.gradle', '/kamax-matrix_mxisd/docs/stores/README.md', '/kamax-matrix_mxisd/docs/stores/firebase.md', '/kamax-matrix_mxisd/src/main/java/io/kamax/mxisd/backend/firebase/GoogleFirebaseAuthenticator.java', '/kamax-matrix_mxisd/src/main/java/io/kamax/mxisd/backend/firebase/GoogleFirebaseBackend.java', '/kamax-matrix_mxisd/src/main/java/io/kamax/mxisd/backend/firebase/GoogleFirebaseProvider.java', '/kamax-matrix_mxisd/src/main/java/io/kamax/mxisd/backend/firebase/GoogleFirebaseStoreSupplier.java', '/kamax-matrix_mxisd/src/main/java/io/kamax/mxisd/backend/ldap/LdapAuthProvider.java', '/kamax-matrix_mxisd/src/main/java/io/kamax/mxisd/config/FirebaseConfig.java', '/kamax-matrix_mxisd/src/main/java/io/kamax/mxisd/config/MxisdConfig.java', '/kamax-matrix_mxisd/src/main/resources/META-INF/services/io.kamax.mxisd.backend.IdentityStoreSupplier']"
130,Firebase,Firebase,Firebase,tinycreative/react-native-intercom,['/tinycreative_react-native-intercom/README.md']
131,Firebase,Firebase,Firebase,realtime-framework/MessagingAndroidChat,"['/realtime-framework_MessagingAndroidChat/.idea/libraries/firebase_common_9_0_2.xml', '/realtime-framework_MessagingAndroidChat/.idea/workspace.xml', '/realtime-framework_MessagingAndroidChat/README.md', '/realtime-framework_MessagingAndroidChat/app/app.iml']"
132,Firebase,Firebase,Firebase,cloudfoundry/vcap-java-client,['/cloudfoundry_vcap-java-client/cloudfoundry-operations/src/main/resources/nouns.txt']
133,Firebase,Firebase,Firebase,hussien89aa/FindMyPhoneBuzzle,"['/hussien89aa_FindMyPhoneBuzzle/app/app.iml', '/hussien89aa_FindMyPhoneBuzzle/app/build.gradle']"
135,Firebase,Firebase,Firebase,ChenTianSaber/SlideBack,['/ChenTianSaber_SlideBack/.gitignore']
138,Firebase,Firebase,Firebase,firebase/AndroidChat,"['/firebase_AndroidChat/.git/config', '/firebase_AndroidChat/.git/logs/refs/remotes/origin/HEAD', '/firebase_AndroidChat/.git/logs/refs/heads/master', '/firebase_AndroidChat/.git/logs/HEAD', '/firebase_AndroidChat/LICENSE', '/firebase_AndroidChat/README.md', '/firebase_AndroidChat/app/build.gradle', '/firebase_AndroidChat/app/proguard-rules.pro', '/firebase_AndroidChat/app/src/main/AndroidManifest.xml', '/firebase_AndroidChat/app/src/main/java/com/firebase/androidchat/Chat.java', '/firebase_AndroidChat/app/src/main/java/com/firebase/androidchat/ChatApplication.java', '/firebase_AndroidChat/app/src/main/java/com/firebase/androidchat/ChatListAdapter.java', '/firebase_AndroidChat/app/src/main/java/com/firebase/androidchat/FirebaseListAdapter.java', '/firebase_AndroidChat/app/src/main/java/com/firebase/androidchat/MainActivity.java', '/firebase_AndroidChat/app/src/main/res/values/strings.xml']"
139,Firebase,Firebase,Firebase,firebase/AndroidDrawing,"['/firebase_AndroidDrawing/.git/config', '/firebase_AndroidDrawing/.git/logs/refs/remotes/origin/HEAD', '/firebase_AndroidDrawing/.git/logs/refs/heads/master', '/firebase_AndroidDrawing/.git/logs/HEAD', '/firebase_AndroidDrawing/LICENSE', '/firebase_AndroidDrawing/README.md', '/firebase_AndroidDrawing/app/build.gradle', '/firebase_AndroidDrawing/app/src/main/AndroidManifest.xml', '/firebase_AndroidDrawing/app/src/main/java/com/firebase/drawing/BoardListActivity.java', '/firebase_AndroidDrawing/app/src/main/java/com/firebase/drawing/ColorPickerDialog.java', '/firebase_AndroidDrawing/app/src/main/java/com/firebase/drawing/DrawingActivity.java', '/firebase_AndroidDrawing/app/src/main/java/com/firebase/drawing/DrawingApplication.java', '/firebase_AndroidDrawing/app/src/main/java/com/firebase/drawing/DrawingView.java', '/firebase_AndroidDrawing/app/src/main/java/com/firebase/drawing/FirebaseListAdapter.java', '/firebase_AndroidDrawing/app/src/main/java/com/firebase/drawing/Point.java', '/firebase_AndroidDrawing/app/src/main/java/com/firebase/drawing/Segment.java', '/firebase_AndroidDrawing/app/src/main/java/com/firebase/drawing/SyncedBoardManager.java', '/firebase_AndroidDrawing/app/src/main/res/layout/activity_board_list.xml', '/firebase_AndroidDrawing/app/src/main/res/menu/menu_board_list.xml', '/firebase_AndroidDrawing/app/src/main/res/values/strings.xml']"
140,Firebase,Firebase,Firebase,james-cain/cain-note,['/james-cain_cain-note/plan17.md']
143,Firebase,Firebase,Firebase,evrencoskun/TableView,['/evrencoskun_TableView/.gitignore']
145,Firebase,Firebase,Firebase,rain9155/WanAndroid,['/rain9155_WanAndroid/.gitignore']
146,Firebase,Firebase,Firebase,kickstarter/android-oss,"['/kickstarter_android-oss/.git/packed-refs', '/kickstarter_android-oss/.circleci/config.yml', '/kickstarter_android-oss/.gitignore', '/kickstarter_android-oss/Makefile', '/kickstarter_android-oss/app/build.gradle', '/kickstarter_android-oss/app/src/androidTestRegressionDebug/java/com/kickstarter/testing/infrastructure/suite/VisitorCookieTest.kt', '/kickstarter_android-oss/app/src/internal/java/com/kickstarter/ui/activities/InternalToolsActivity.java', '/kickstarter_android-oss/app/src/main/AndroidManifest.xml', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/ApplicationGraph.java', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/KSApplication.java', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/libs/DeviceRegistrar.kt', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/libs/OptimizelyExperimentsClient.kt', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/libs/TrackingClient.kt', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/libs/utils/ExperimentUtils.kt', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/services/firebase/MessageService.java', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/services/firebase/RegisterTokenWorker.kt', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/services/firebase/TokenListenerService.java', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/services/firebase/UnregisterTokenWorker.kt', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/services/interceptors/ApiRequestInterceptor.java', '/kickstarter_android-oss/app/src/main/java/com/kickstarter/services/interceptors/GraphQLInterceptor.kt', '/kickstarter_android-oss/fastlane/Fastfile', '/kickstarter_android-oss/lib/milkrun/firebase_credentials_extractor.rb']"
147,Firebase,Firebase,Firebase,WiproOpenSourcePractice/openbdre,['/WiproOpenSourcePractice_openbdre/im-crawler/src/main/resources/tld-names.txt']
148,Firebase,Firebase,Firebase,hltfbk/Excitement-Open-Platform,"['/hltfbk_Excitement-Open-Platform/core/src/main/resources/ontologies/EnglishWordNet-dict/data.noun', '/hltfbk_Excitement-Open-Platform/core/src/main/resources/ontologies/EnglishWordNet-dict/dbfiles/noun.artifact', '/hltfbk_Excitement-Open-Platform/core/src/main/resources/ontologies/EnglishWordNet-dict/index.noun', '/hltfbk_Excitement-Open-Platform/core/src/main/resources/ontologies/EnglishWordNet-dict/index.sense']"
149,Firebase,Firebase,Firebase,Lichenwei-Dev/StickerView,['/Lichenwei-Dev_StickerView/.gitignore']
150,Firebase,Firebase,Firebase,ashokslsk/Firebase,"['/ashokslsk_Firebase/.git/config', '/ashokslsk_Firebase/.git/logs/refs/remotes/origin/HEAD', '/ashokslsk_Firebase/.git/logs/refs/heads/master', '/ashokslsk_Firebase/.git/logs/HEAD', '/ashokslsk_Firebase/README.md', '/ashokslsk_Firebase/app/build.gradle', '/ashokslsk_Firebase/app/src/main/java/com/ashokslsk/awesomefirebase/AwesomeFireBase.java', '/ashokslsk_Firebase/app/src/main/java/com/ashokslsk/awesomefirebase/MessageDataSource.java']"
151,Firebase,Firebase,Firebase,DreierF/MyTargets,"['/DreierF_MyTargets/.gitignore', '/DreierF_MyTargets/.travis.yml', '/DreierF_MyTargets/app/src/main/java/de/dreier/mytargets/base/activities/ChildActivityBase.kt', '/DreierF_MyTargets/app/src/main/java/de/dreier/mytargets/base/fragments/EditableListFragmentBase.kt', '/DreierF_MyTargets/build.gradle', '/DreierF_MyTargets/dependencies.gradle']"
152,Firebase,Firebase,Firebase,PeterCxy/Shelter,['/PeterCxy_Shelter/.gitignore']
153,Firebase,Firebase,Firebase,cloudfoundry/cf-java-client,['/cloudfoundry_cf-java-client/cloudfoundry-operations/src/main/resources/nouns.txt']
154,Firebase,Firebase,Firebase,alhazmy13/MediaGallery,['/alhazmy13_MediaGallery/.gitignore']
155,Firebase,Firebase,Firebase,jirawatee/FirebaseRealtimeDatabase-Android,"['/jirawatee_FirebaseRealtimeDatabase-Android/README.md', '/jirawatee_FirebaseRealtimeDatabase-Android/app/build.gradle', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/BaseActivity.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/BasicActivity.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/ChatActivity.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/MainActivity.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/MyApplication.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/NewPostActivity.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/PostDetailActivity.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/SignInActivity.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/fragment/MyPostsFragment.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/fragment/MyTopPostsFragment.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/fragment/PostListFragment.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/fragment/RecentPostsFragment.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/models/Comment.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/models/Post.java', '/jirawatee_FirebaseRealtimeDatabase-Android/app/src/main/java/com/example/database/models/User.java']"
